Date,spy_close,qqq_close,spy_return,qqq_return,spy_log_return,qqq_log_return
2015-01-05,201.72000122070312,101.43000030517578,-0.018059638744832185,-0.014668759475598092,-0.018224704391309896,-0.014777409544759848
2015-01-06,199.82000732421875,100.06999969482422,-0.009418966314627242,-0.013408267832590748,-0.009463605301043171,-0.01349897034389557
2015-01-07,202.30999755859375,101.36000061035156,0.012461165764721782,0.01289098550476031,0.01238416446271821,0.012808603981763575
2015-01-08,205.89999389648438,103.30000305175781,0.017745026845995993,0.019139724050160734,0.01758942196896442,0.0189588636337573
2015-01-09,204.25,102.62000274658203,-0.00801356942882625,-0.006582771394837872,-0.008045850650524594,-0.006604533389855906
2015-01-12,202.64999389648438,101.55000305175781,-0.00783356721427475,-0.01042681413161295,-0.007864410784303022,-0.010481554200237666
2015-01-13,202.0800018310547,101.5199966430664,-0.002812692240794501,-0.0002954840747381171,-0.0028166552925896677,-0.00029552773875888937
2015-01-14,200.86000061035156,100.95999908447266,-0.006037218970945446,-0.005516130586200152,-0.006055516659335229,-0.005531400614725515
2015-01-15,199.02000427246094,99.6500015258789,-0.009160591119682593,-0.012975411751912636,-0.00920280734937316,-0.013060327753498491
2015-01-16,201.6300048828125,100.81999969482422,0.013114262658634246,0.011741075273756785,0.013029015212169084,0.011672683656361942
2015-01-20,202.05999755859375,101.62000274658203,0.0021325827772069594,0.007934963838319486,0.0021303120503250923,0.007903647566004857
2015-01-21,203.0800018310547,102.13999938964844,0.005048026748417422,0.0051170697600073645,0.005035328178608657,0.005104022050308068
2015-01-22,206.10000610351562,104.02999877929688,0.014871007707461636,0.018504008233232616,0.01476151841513954,0.018334892104797666
2015-01-23,204.97000122070312,104.26000213623047,-0.005482798880874107,0.002210932996563386,-0.005497884589195941,0.00220849248075504
2015-01-26,205.4499969482422,104.13999938964844,0.0023417852596987476,-0.0011509950520165457,0.002339047553843913,-0.001151657955536029
2015-01-27,202.74000549316406,101.44000244140625,-0.013190515917899215,-0.02592660806670377,-0.01327828342652442,-0.026268627117471455
2015-01-28,200.13999938964844,100.91999816894531,-0.01282433675184691,-0.005126224960032899,-0.012907278436190254,-0.005139409127174801
2015-01-29,201.99000549316406,101.88999938964844,0.009243560053749711,0.009611585793722455,0.009201099807839798,0.009565688366663714
2015-01-30,199.4499969482422,101.0999984741211,-0.012574921906261527,-0.007753468645202544,-0.012654655369977563,-0.007783683062237976
2015-02-02,201.9199981689453,101.9800033569336,0.012384062464258161,0.008704301642870504,0.012308007234080716,0.008666637610920193
2015-02-03,204.83999633789062,102.95999908447266,0.014461163804598387,0.009609685186114714,0.014357598431818042,0.009563805851225652
2015-02-04,204.05999755859375,102.87000274658203,-0.003807844138066896,-0.0008740903136255085,-0.003815112433447579,-0.0008744725533212713
2015-02-05,206.1199951171875,103.76000213623047,0.010095058234048215,0.00865169015151035,0.010044443487849221,0.008614478753895373
2015-02-06,205.5500030517578,103.12999725341797,-0.0027653409612474755,-0.00607175086586198,-0.002769171580171533,-0.006090258900631195
2015-02-09,204.6300048828125,102.80000305175781,-0.004475787668627107,-0.0031997887176247186,-0.004485833994275648,-0.003204918988321459
2015-02-10,206.80999755859375,104.4000015258789,0.010653338336328977,0.015564187029406318,0.01059699136311393,0.015444307356812285
2015-02-11,206.92999267578125,104.77999877929688,0.0005802191315895655,0.0036398203818395203,0.0005800508695519904,0.003633212265683146
2015-02-12,208.9199981689453,106.0,0.009616805507174586,0.011643455191032048,0.009570858374647587,0.011576191782147548
2015-02-13,209.77999877929688,106.91000366210938,0.004116411152062627,0.008584940208578917,0.004107961910773728,0.008548299167473846
2015-02-17,210.11000061035156,107.01000213623047,0.0015730852939983553,0.000935351891270475,0.0015718492913825036,0.000934914722273551
2015-02-18,210.1300048828125,107.16000366210938,9.52085688583626e-05,0.0014017523865474946,9.520403681022817e-05,0.0014007708488124077
2015-02-19,209.97999572753906,107.69000244140625,-0.0007138873639540577,0.0049458637661867755,-0.0007141423028772691,0.004933673160848908
2015-02-20,211.24000549316406,108.41000366210938,0.006000618112498302,0.00668586873786059,0.00598268610330135,0.006663617441904415
2015-02-23,211.2100067138672,108.5199966430664,-0.0001420127746486477,0.0010146017640573213,-0.00014202285941751803,0.001014087403572144
2015-02-24,211.80999755859375,108.5999984741211,0.002840731147456532,0.0007372081969170274,0.002836703895820476,0.0007369365924320643
2015-02-25,211.6300048828125,108.33000183105469,-0.0008497836639248524,-0.0024861569692448127,-0.0008501449347451169,-0.002489252589345409
2015-02-26,211.3800048828125,108.87999725341797,-0.0011813069708070945,0.00507703695252415,-0.001182005263873215,0.005064192257399187
2015-02-27,210.66000366210938,108.4000015258789,-0.003406193604273411,-0.004408484015864467,-0.003412007888514674,-0.004418230035519104
2015-03-02,211.99000549316406,109.37999725341797,0.00631349951549387,0.00904055086479949,0.006293652868157811,0.0089999297262476
2015-03-03,211.1199951171875,108.87000274658203,-0.004104016007512312,-0.004662593889578792,-0.004112460593604039,-0.004673497686989895
2015-03-04,210.22999572753906,108.44999694824219,-0.004215609180714619,-0.003857865231412738,-0.004224519912689943,-0.0038653259880619727
2015-03-05,210.4600067138672,108.63999938964844,0.0010940921419519967,0.001751981989422502,0.0010934940593430274,0.0017504490591598542
2015-03-06,207.5,107.41000366210938,-0.014064461747791746,-0.011321757496772,-0.014164303542830515,-0.011386336487641932
2015-03-09,208.36000061035156,107.72000122070312,0.004144581254706292,0.002886114402983697,0.0041360161355503125,0.0028819575709513536
2015-03-10,204.97999572753906,105.72000122070312,-0.01622194698076118,-0.018566654078496336,-0.01635496324619298,-0.018741177992928564
2015-03-11,204.5,105.11000061035156,-0.002341671077879637,-0.005769964087288582,-0.0023444170772539082,-0.0057866746406042375
2015-03-12,207.10000610351562,105.80000305175781,0.012713966276360011,0.006564574611355178,0.012633822390026958,0.006543121626738582
2015-03-13,205.8300018310547,105.33999633789062,-0.006132323684366003,-0.004347889419645368,-0.006151203606017958,-0.004357368978208555
2015-03-16,208.5800018310547,106.69999694824219,0.013360540132809184,0.01291058152298774,0.01327207520486987,0.01282795041583391
2015-03-17,207.9600067138672,106.87000274658203,-0.002972457147112695,0.0015933064967406096,-0.0029768836718046376,0.0015920385306047774
2015-03-18,210.4600067138672,107.91999816894531,0.012021542216238412,0.00982497796741999,0.011949857413652766,0.009777026695701733
2015-03-19,209.5,108.08000183105469,-0.004561468608011432,0.0014826136473695684,-0.004571903851391089,0.0014815156608817403
2015-03-20,210.41000366210938,108.52999877929688,0.0043436928978968226,0.00416355422481951,0.004334286293663943,0.004154910616709452
2015-03-23,210.0,108.31999969482422,-0.00194859395928626,-0.0019349404481217025,-0.0019504949383876927,-0.0019368148637025546
2015-03-24,208.82000732421875,107.93000030517578,-0.005619012741815421,-0.003600437506898091,-0.005634858781188561,-0.003606934681821595
2015-03-25,205.75999450683594,105.45999908447266,-0.01465382966217299,-0.022885214617984873,-0.014762257583974083,-0.02315114624374133
2015-03-26,205.27000427246094,105.0999984741211,-0.002381367843391491,-0.0034136223542274857,-0.0023842078093592196,-0.00341946205649566
2015-03-27,205.74000549316406,105.5199966430664,0.00228967316666151,0.0039961767368505985,0.0022870558594804166,0.0039882132312615845
2015-03-30,208.25,106.7300033569336,0.01219983688062709,0.01146708446134781,0.012126018644524963,0.011401835782636666
2015-03-31,206.42999267578125,105.5999984741211,-0.008739530968637443,-0.010587509109631132,-0.008777944644853434,-0.010643955555900388
2015-04-01,205.6999969482422,105.05000305175781,-0.0035362871357825787,-0.005208290059758536,-0.0035425545791513123,-0.005221900481014605
